,label,category,image_name,image_array
2334,music_films_books_games,7,505f29e4-26c8-4e7f-b7a4-ccf299aad324,[0.         0.         0.00392157 ... 0.         0.01568628 0.01960784]
2335,clothes_footwear_accessories,9,8f480204-c1b3-4c51-94e1-abae7e541043,[0.01568628 0.01176471 0.00392157 ... 0.00784314 0.00784314 0.00784314]
2336,clothes_footwear_accessories,9,480bfab0-b6af-4854-b387-83628ad23a32,[0.00392157 0.         0.         ... 0.         0.00784314 0.00784314]
2337,phones_mobile_phones_telecoms,12,3e562f31-af51-40f1-a02f-52661e7ca5a6,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
2338,other_goods,8,91471067-efff-48c0-bed7-c0a411363ee5,[0.00392157 0.         0.         ... 0.         0.         0.        ]
2339,other_goods,8,e4613b1e-84e8-43c5-9dd6-c5036ef1000c,[0.00392157 0.00392157 0.         ... 0.         0.         0.        ]
2340,sports_leisure_travel,0,989106f3-81cd-47bd-a844-33c2813b3682,[0. 0. 0. ... 0. 0. 0.]
2341,baby_kids_stuff,6,5252ebab-3d32-4600-b9f0-ace07b4982e8,[0.01568628 0.02352941 0.03137255 ... 0.         0.         0.        ]
2342,other_goods,8,0eece1d6-59f1-4a24-8f7c-01b0303e0efe,[0.         0.         0.         ... 0.         0.00784314 0.01568628]
2343,baby_kids_stuff,6,0781b16d-c1b5-4de0-b197-af4751cbf6d4,[0. 0. 0. ... 0. 0. 0.]
2344,baby_kids_stuff,6,1a99016f-e2c4-4efe-9ed5-6b5adf5c8026,[0. 0. 0. ... 0. 0. 0.]
2345,clothes_footwear_accessories,9,bb5d7044-009f-41a3-8216-f48655ea4f3d,[0.         0.         0.00392157 ... 0.         0.00784314 0.01568628]
2346,appliances,5,11d41ad5-fee4-4245-bbb0-d5546cec7781,[0.         0.6862745  0.70980394 ... 0.6392157  0.67058825 0.        ]
2347,video_games_consoles,10,9dcc8e12-11ca-4bbe-a550-5dec64020027,[0.00392157 0.00392157 0.         ... 0.00784314 0.         0.        ]
2348,appliances,5,8990f652-b6f5-4f75-9d30-9801ce28d336,[0. 0. 0. ... 0. 0. 0.]
2349,health_beauty,4,e5ef24ac-692f-4caa-ab2c-618882b5f934,[0.02352941 0.02352941 0.01568628 ... 0.00784314 0.         0.        ]
2350,home_garden,1,0fc1a8eb-3189-4ec8-b7d1-46ffbc01907e,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
2351,computers_software,11,2fdaac9c-4e24-4334-845d-5ce61f8183f2,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
2352,appliances,5,5c9d641f-1165-42a0-97f8-96bbf5019151,[0. 0. 0. ... 0. 0. 0.]
2353,phones_mobile_phones_telecoms,12,c3d6e02c-45ed-4b96-acb2-51bafa5e9dc4,[0. 0. 0. ... 0. 0. 0.]
2354,home_garden,1,de09c2fd-771e-4500-b22b-906c7386032d,[0.01568628 0.00392157 0.         ... 0.01960784 0.04313726 0.03529412]
2355,clothes_footwear_accessories,9,29a9cc99-d7a9-4043-b180-7e781b36c5a7,[0. 0. 0. ... 0. 0. 0.]
2356,clothes_footwear_accessories,9,e89efada-2d55-486f-bed7-66437fa4279e,[0. 0. 0. ... 0. 0. 0.]
2357,other_goods,8,9c1ae565-2454-423d-8944-f2c56ec63882,[1. 1. 1. ... 1. 1. 1.]
2358,health_beauty,4,82fe2911-8749-4307-aaa4-de352dea648b,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
2359,computers_software,11,8e1d2f30-c1ff-4bb5-9869-dc6159a9f572,[0. 0. 0. ... 0. 0. 0.]
2360,baby_kids_stuff,6,4eb1a1e6-91d1-483a-9214-4fa9bdc17a4a,[0.01568628 0.01176471 0.00392157 ... 0.00784314 0.00784314 0.        ]
2361,health_beauty,4,53a07e23-7231-4d5e-b2f2-260fb97057ab,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
2362,health_beauty,4,45b065e4-b2f2-4f60-9bd7-44cd95d18612,[0.         0.         0.02352941 ... 0.         0.         0.        ]
2363,computers_software,11,d8af4138-c66a-458f-85ef-8438e5051a8b,[0.         0.         0.         ... 0.00784314 0.00784314 0.        ]
2364,office_furniture_equipment,2,516d6cc2-d17e-4120-a6c3-6b83a5a6f3d5,[0.         0.         0.         ... 0.         0.00784314 0.00784314]
2365,sports_leisure_travel,0,295c7d3d-bec5-4f71-9321-9d0dc91c24a2,[0. 0. 0. ... 0. 0. 0.]
2366,music_films_books_games,7,e8366fd8-7077-4a93-929b-c8b83ec495f4,[0.01176471 0.00392157 0.00392157 ... 0.00784314 0.01960784 0.02745098]
2367,other_goods,8,565dac0f-9aba-4f15-b123-5643d0022c4e,[0. 0. 0. ... 0. 0. 0.]
2368,video_games_consoles,10,34eb7dfe-db1c-412f-af3d-a07e6d84ad62,[0.         0.         0.         ... 0.01960784 0.01960784 0.01960784]
2369,home_garden,1,ae2054ec-32ab-4e7f-9ad9-53994548011c,[0. 0. 0. ... 0. 0. 0.]
2370,home_garden,1,8a2e25fb-7122-4427-8e0a-1b468f2b43cd,[0.00392157 0.         0.         ... 0.00784314 0.         0.        ]
2371,computers_software,11,0f595fe8-8a12-4787-ba41-9786052a5ffa,[0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
2372,video_games_consoles,10,a829b7d5-072f-4cee-b8aa-ec1c56c801f8,[0.         0.         0.01176471 ... 0.         0.00784314 0.01960784]
2373,music_films_books_games,7,acd1b9d3-6be4-4124-852f-f37bb94e8670,[0.01176471 0.01176471 0.01176471 ... 0.01960784 0.01960784 0.01960784]
2374,other_goods,8,506489d3-12ef-4086-99b0-24a713b3ffb0,[0. 0. 0. ... 0. 0. 0.]
2375,music_films_books_games,7,88cf434f-2132-4e35-a97b-aa51fe053b46,[0.         0.         0.         ... 0.00784314 0.01568628 0.01568628]
2376,home_garden,1,a1a285b5-dd62-4faf-a048-839a98d57b23,[0.01176471 0.00392157 0.         ... 0.04705882 0.         0.        ]
2377,health_beauty,4,adbde063-b31e-448e-acde-18b26c0f66d0,[0.         0.         0.         ... 0.01568628 0.01568628 0.01568628]
2378,music_films_books_games,7,1cea82cb-dbb2-4237-b806-55b2e4032dcc,[0.         0.         0.         ... 0.01960784 0.01960784 0.01960784]
2379,appliances,5,a9dbd2c0-92ae-4e38-a19c-957a1c72e553,[0.00784314 0.00392157 0.         ... 0.00784314 0.         0.        ]
2380,sports_leisure_travel,0,f7e8142f-195a-491d-bd40-0c28b71d62ff,[0.01176471 0.00392157 0.         ... 0.         0.         0.        ]
2381,music_films_books_games,7,502e3128-2626-4b30-aff4-071f7bd19e23,[0.         0.00392157 0.02352941 ... 0.00784314 0.         0.        ]
2382,home_garden,1,a35b73b2-f99e-4621-9724-b5990c3a4e2f,[0.00392157 0.00392157 0.         ... 0.00784314 0.01568628 0.01568628]
2383,video_games_consoles,10,b603aaef-2172-4ae8-90b5-3b580d98ed75,[0.02352941 0.02352941 0.02745098 ... 0.00784314 0.01568628 0.01568628]
2384,office_furniture_equipment,2,a7d65901-7baa-4a69-a2ce-e144d59150c1,[0.         0.         0.         ... 0.         0.01568628 0.01568628]
2385,computers_software,11,a415d087-9071-4469-908e-4e1252ddea36,[0.         0.         0.         ... 0.00784314 0.01568628 0.01568628]
2386,video_games_consoles,10,f73495a1-ed09-4796-8202-18194a1ca240,[0.         0.         0.         ... 0.00784314 0.         0.        ]
2387,other_goods,8,1c890cc4-c629-45e0-8706-720d74ed20aa,[0.01176471 0.00392157 0.         ... 0.00784314 0.00784314 0.        ]
2388,office_furniture_equipment,2,9eab68d4-0119-45ac-8b11-93397186cbb8,[0.00392157 0.         0.         ... 0.         0.         0.        ]
2389,diy_tools_materials,3,90e697a5-b077-4b92-a842-797132e6cb76,[0.         0.         0.         ... 0.00784314 0.         0.        ]
2390,appliances,5,230d222a-7992-4885-b282-4e6662342f59,[0. 0. 0. ... 0. 0. 0.]
2391,other_goods,8,dc4945f5-0b28-4f18-a814-7060788a75af,[0.         0.         0.         ... 0.01568628 0.01568628 0.01568628]
2392,health_beauty,4,44d667bb-225e-433d-b1d2-2061eec7671d,[0.01568628 0.01176471 0.00392157 ... 0.         0.01568628 0.01568628]
2393,office_furniture_equipment,2,c3c35ef4-4de9-4476-b644-2ae9ba343a00,[0.02352941 0.01568628 0.00392157 ... 0.         0.01960784 0.02745098]
2394,home_garden,1,2e9c689c-8e44-445b-ae9a-6119fbfc8d96,[0.00392157 0.00392157 0.00392157 ... 0.00784314 0.         0.        ]
2395,diy_tools_materials,3,2e68e964-6669-4ac3-b69b-2325ec92d099,[0.         0.         0.00392157 ... 0.         0.         0.        ]
2396,computers_software,11,4ee99877-c1f1-4ff0-b3c8-3d1cdd40d3af,[0.00392157 0.00392157 0.01176471 ... 0.         0.         0.        ]
2397,home_garden,1,c50d8b6d-7961-46b6-b2e9-d0316d2c96cd,[0. 0. 0. ... 0. 0. 0.]
2398,home_garden,1,00ad05e5-997f-4ce2-ae9b-3c4c6ed93eeb,[0.01176471 0.01176471 0.00392157 ... 0.         0.         0.        ]
2399,appliances,5,244ab979-ec3d-4d56-9c7b-602d86f05966,[0.01176471 0.01176471 0.00392157 ... 0.00784314 0.02745098 0.03529412]
2400,home_garden,1,94cf20e2-8ee2-4b16-99e5-5a41de67642f,[0.02352941 0.01568628 0.         ... 0.00784314 0.00784314 0.00784314]
2401,diy_tools_materials,3,83ea10b1-dc61-4b04-9fa1-de92d1cf8c34,[0. 0. 0. ... 0. 0. 0.]
2402,home_garden,1,5b756782-26b1-4860-acac-a44abcb8da82,[0. 0. 0. ... 0. 0. 0.]
2403,other_goods,8,0117945f-7050-463a-b44d-90b4c94bc8cd,[0.01176471 0.01176471 0.01176471 ... 0.         0.01568628 0.01568628]
2404,clothes_footwear_accessories,9,bca319eb-6e08-45f1-bca6-3045ae775878,[0.01568628 0.01568628 0.01568628 ... 0.         0.         0.        ]
2405,baby_kids_stuff,6,ec67be8d-3225-41f3-94f1-0f1fc0885622,[0. 0. 0. ... 0. 0. 0.]
2406,diy_tools_materials,3,ee6e3ad5-e948-439f-8721-5725b47d55fd,[0. 0. 0. ... 0. 0. 0.]
2407,computers_software,11,f8e998f2-6630-436a-b9f8-7439a16b92da,[0.         0.         0.         ... 0.01960784 0.01568628 0.00784314]
2408,music_films_books_games,7,4d274f6e-99cd-40c4-87c7-fa11a4744f38,[0.01176471 0.01176471 0.01176471 ... 0.00784314 0.00784314 0.00784314]
2409,home_garden,1,0a6f5340-dce5-4d5c-831b-886686123931,[0.7372549  0.52156866 0.43137255 ... 0.         0.         0.        ]
2410,home_garden,1,0a90252d-b0d6-4b7d-8914-95162963e822,[0.00392157 0.00392157 0.00392157 ... 0.01568628 0.01568628 0.01568628]
2411,home_garden,1,16473908-55f0-499b-93f4-212b25aa5098,[0. 0. 0. ... 0. 0. 0.]
2412,home_garden,1,b8b2b719-c6b0-4c8a-bb64-b4f7ca9a2b4d,[0.         0.         0.         ... 0.01568628 0.01568628 0.01568628]
2413,home_garden,1,8ca33882-648a-403a-8866-1c05dec45525,[0.         0.         0.         ... 0.00784314 0.         0.        ]
2414,video_games_consoles,10,cc403beb-d02d-46bf-ae96-c98142101c0e,[0. 0. 0. ... 0. 0. 0.]
2415,office_furniture_equipment,2,ff8e58c8-b39f-4eb3-af2c-2ca7398f8cf0,[0.01176471 0.00392157 0.00392157 ... 0.         0.         0.        ]
2416,appliances,5,22f18d78-b777-48aa-bd5f-75cb853211de,[0.01176471 0.01176471 0.01176471 ... 0.00784314 0.01568628 0.01568628]
2417,video_games_consoles,10,0d0fa8d3-865e-4e2e-a291-a4d99d6819c5,[0.         0.         0.         ... 0.01568628 0.01568628 0.01568628]
2418,health_beauty,4,c78843d7-a40f-495a-9dc0-cd5dc66c722c,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
2419,home_garden,1,856e2bcb-c7b3-4dd2-9e38-0eca4df1ab81,[0. 0. 0. ... 0. 0. 0.]
2420,baby_kids_stuff,6,b6930844-ec86-4c19-9885-09ac323605d8,[0.         0.         0.         ... 0.         0.         0.00392157]
2421,music_films_books_games,7,009b770d-4d88-4d8f-ace9-c8b96629b7eb,[0. 0. 0. ... 0. 0. 0.]
2422,computers_software,11,30335bc0-f9da-4983-b531-ec9845f078a1,[0.99607843 0.9843137  0.99607843 ... 1.         1.         1.        ]
2423,appliances,5,89f5b5d7-dde3-4516-96bf-e9591f3c049d,[0.02352941 0.02352941 0.01568628 ... 0.01568628 0.02745098 0.02745098]
2424,music_films_books_games,7,76ee29dc-faef-4fe9-803f-151a40bd62ce,[0. 0. 0. ... 0. 0. 0.]
2425,home_garden,1,ec9c838e-fab4-401d-9f34-0ca221a4977a,[0.7019608  0.53333336 0.4627451  ... 0.5764706  0.5294118  0.61960787]
2426,phones_mobile_phones_telecoms,12,fa388541-771e-472e-9609-90d4c5985a9b,[0.05882353 0.08627451 0.05882353 ... 0.         0.         0.        ]
2427,health_beauty,4,082bb72e-64ee-4b5b-b0f6-c03ad7f5c611,[0.         0.         0.         ... 0.00784314 0.01960784 0.02745098]
2428,baby_kids_stuff,6,39de392f-202f-4b80-a9e3-78d69544ec1b,[0. 0. 0. ... 0. 0. 0.]
2429,computers_software,11,7b3d2cf3-53ab-4543-9d60-b8a1d6136b8e,[0. 0. 0. ... 0. 0. 0.]
2430,computers_software,11,f8eb2e8f-0024-4c05-9c34-adfaa4c76ec3,[0.00392157 0.00392157 0.01176471 ... 0.00784314 0.01960784 0.01960784]
2431,other_goods,8,1a016848-e22e-4b57-90dd-83cf331a2a42,[0. 0. 0. ... 0. 0. 0.]
2432,music_films_books_games,7,3e61e355-93f6-416a-8ab3-97bb3456331e,[0.         0.         0.01568628 ... 0.         0.00784314 0.00784314]
2433,health_beauty,4,7b068843-cd91-43bf-8c7f-e91ea0b4884f,[0. 0. 0. ... 0. 0. 0.]
2434,appliances,5,09668b38-b1bf-43a9-8c66-9a179db4e5b1,[0. 0. 0. ... 0. 0. 0.]
2435,diy_tools_materials,3,bdafd455-ecf7-4e1f-9042-7c778b636f0e,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
2436,other_goods,8,9862ebbf-268c-41b1-bc6a-12e4a0dbaf3b,[0.00392157 0.00392157 0.         ... 0.         0.         0.        ]
2437,sports_leisure_travel,0,556d7807-3632-4ae3-98c2-1618853e7496,[0.         0.         0.         ... 0.         0.01568628 0.01568628]
2438,other_goods,8,1dae58b6-7020-44e6-b474-aada3b6f3dd6,[0.         0.09019608 0.         ... 0.         0.08627451 0.        ]
2439,computers_software,11,c101fccd-39f5-41be-bb9d-611bc4ed5859,[0.01568628 0.02352941 0.02745098 ... 0.         0.00784314 0.00784314]
2440,home_garden,1,2e5fb059-8a4d-4bf4-9320-b4ab110a63ee,[0.         0.         0.00392157 ... 0.00784314 0.00784314 0.        ]
2441,home_garden,1,e1a9e3e0-3ab8-4285-a9a4-fef7bdce60aa,[0. 0. 0. ... 0. 0. 0.]
2442,clothes_footwear_accessories,9,fbb5d2e4-2916-416b-acf4-367f580a77fb,[0. 0. 0. ... 0. 0. 0.]
2443,other_goods,8,a5d2fa44-26a0-4200-8a1c-3ed04bdc2bac,[0. 0. 0. ... 0. 0. 0.]
2444,home_garden,1,68f91854-2920-4b85-98b0-22363bb09275,[0.00392157 0.         0.         ... 0.         0.         0.        ]
2445,clothes_footwear_accessories,9,ca8c629e-cdac-484e-936a-91c27a700ef1,[0.03137255 0.01568628 0.         ... 0.00784314 0.01568628 0.01568628]
2446,office_furniture_equipment,2,65ed3bfa-69c5-4507-aa1c-4bccc44731fe,[0.02352941 0.02352941 0.02352941 ... 0.         0.01960784 0.02745098]
2447,appliances,5,ab190cf2-8fad-4790-8cbe-c898ce7cbed0,[0.01176471 0.00392157 0.00392157 ... 0.         0.         0.        ]
2448,phones_mobile_phones_telecoms,12,d184f39a-292b-4dd2-84ed-db99673babe0,[0.         0.         0.         ... 0.         0.00784314 0.00784314]
2449,home_garden,1,3b77f872-5050-4e77-912c-1abf92fb0fd0,[0. 0. 0. ... 0. 0. 0.]
2450,appliances,5,bf85db44-e7e4-4212-8f3d-9747c6c11571,[0.10588235 0.10588235 0.10588235 ... 0.3529412  0.32941177 0.27450982]
2451,sports_leisure_travel,0,66805be2-cbe1-4551-823b-33fa871436fd,[0.         0.         0.         ... 0.01960784 0.01960784 0.01960784]
2452,office_furniture_equipment,2,1d527989-0b37-4a00-a041-a2be8aa1d712,[0.         0.01960784 0.         ... 0.         0.00784314 0.00784314]
2453,video_games_consoles,10,0059c1bc-1dd3-4246-9ba3-cea82a11dfe3,[0.94509804 0.94509804 0.9411765  ... 0.2509804  0.25882354 0.2901961 ]
2454,video_games_consoles,10,34a5e747-85a1-4b9b-af8b-ded346e8a742,[0.00392157 0.         0.         ... 0.         0.         0.        ]
2455,computers_software,11,b8c14554-5b14-44cd-8df1-bcd113b67af3,[0.9882353 0.9882353 0.9882353 ... 0.7882353 0.8392157 0.827451 ]
2456,clothes_footwear_accessories,9,52f9d9a8-2cfb-45e8-be3c-f4422243ee48,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
2457,appliances,5,20fa4067-905f-4458-affe-6ca35dac4055,[0. 0. 0. ... 0. 0. 0.]
2458,computers_software,11,083615c1-595e-477b-ba42-34c07c5cffaf,[0. 0. 0. ... 0. 0. 0.]
2459,home_garden,1,27416691-f2bb-40f9-a5ac-4d64e27f2bd6,[0. 0. 0. ... 0. 0. 0.]
2460,video_games_consoles,10,9709c3c8-51f9-4510-8109-504e41f9a3ab,[0. 0. 0. ... 0. 0. 0.]
2461,appliances,5,f4262640-6637-40b4-9ade-88a56eddc122,[0.00392157 0.00392157 0.00392157 ... 0.         0.00784314 0.00784314]
2462,home_garden,1,142ad3f1-3d90-4207-8203-abaf88a2be10,[0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
2463,music_films_books_games,7,c9952e86-17f5-4eeb-9206-8add5749635c,[0.02745098 0.02352941 0.02352941 ... 0.         0.         0.        ]
2464,appliances,5,25cfc10f-b5f1-4451-9b56-7032fd5f1a43,[0. 0. 0. ... 0. 0. 0.]
2465,office_furniture_equipment,2,4297d5df-1be7-494e-8192-a1d7dc52c489,[0. 0. 0. ... 0. 0. 0.]
2466,baby_kids_stuff,6,31e45a59-de7f-43e8-bf5f-5fa1ea0f2170,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
2467,sports_leisure_travel,0,d5905981-54ac-4d6e-8d11-5376005cbd0c,[0.         0.         0.         ... 0.00784314 0.01568628 0.01568628]
2468,other_goods,8,b627af19-c2e7-41a7-8f2b-5a8f12f5b73c,[0.07450981 0.09019608 0.6431373  ... 0.7058824  0.         0.02745098]
2469,appliances,5,72f6b26b-fb93-44fa-9ac1-4120e4b08951,[0. 0. 0. ... 0. 0. 0.]
2470,diy_tools_materials,3,9258545c-20f8-42f1-9a29-6a7ac2b35e3c,[0.         0.         0.         ... 0.00784314 0.         0.        ]
2471,home_garden,1,b102088e-ce04-4d43-ab58-11989134b1ed,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
2472,health_beauty,4,7241e5e1-2d10-4027-a0fd-56fa42f43dac,[0. 0. 0. ... 0. 0. 0.]
2473,computers_software,11,1ed04d9b-8f0d-4520-a37c-1cd29934a7f0,[0.00392157 0.         0.         ... 0.00784314 0.00784314 0.00784314]
2474,video_games_consoles,10,ee9fe750-00a7-4e54-8070-cd520bdde08b,[0.76862746 0.7294118  0.70980394 ... 0.7647059  0.7058824  0.        ]
2475,diy_tools_materials,3,7a0c5869-6780-4a14-89be-8dd8a05fc3ef,[0.01568628 0.02352941 0.02745098 ... 0.         0.         0.        ]
2476,clothes_footwear_accessories,9,6faf1a07-4cde-4530-972d-1ef1804b367a,[0. 0. 0. ... 0. 0. 0.]
2477,home_garden,1,978bac46-62fc-482d-b1d7-7ebca2efff11,[1.         0.99607843 1.         ... 0.99215686 1.         1.        ]
2478,music_films_books_games,7,1605fa8e-6407-4c37-a4c9-f99cce8aacc8,[0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
2479,other_goods,8,f763168b-f346-49c3-969e-c2d4c3ad8d51,[0. 0. 0. ... 0. 0. 0.]
2480,music_films_books_games,7,a730eb87-70e6-433e-a741-bc47424f09b9,[0. 0. 0. ... 0. 0. 0.]
2481,music_films_books_games,7,413fd62e-028d-44c7-ac17-4e83f58449ff,[0.00392157 0.         0.         ... 0.         0.         0.        ]
2482,phones_mobile_phones_telecoms,12,9e825b38-0572-408a-9104-4a8a9c870f8e,[0.         0.         0.         ... 0.00784314 0.         0.        ]
2483,home_garden,1,72c85092-cd89-4bbc-836b-448d0febc8bb,[0.07058824 0.06666667 0.05490196 ... 0.         0.         0.        ]
2484,computers_software,11,eebc15cf-88fa-4976-bfa1-947eaba80c27,[0. 0. 0. ... 0. 0. 0.]
2485,other_goods,8,72c158e2-df7e-4494-a74f-0338c6088545,[0. 0. 0. ... 0. 0. 0.]
2486,phones_mobile_phones_telecoms,12,4bf11464-5d1e-45b8-a6c2-d2583512d2db,[0.02352941 0.02352941 0.02352941 ... 0.03529412 0.03529412 0.03529412]
2487,computers_software,11,d5e253a0-a3d9-4d3a-afd5-f63ad6e055a8,[0.6039216  0.627451   0.6117647  ... 0.8352941  0.88235295 0.88235295]
2488,diy_tools_materials,3,d1646ee8-610e-483e-a040-88c56fc43291,[1.         0.99607843 0.99607843 ... 0.99215686 0.972549   0.972549  ]
2489,phones_mobile_phones_telecoms,12,9952fed9-9718-4c0c-beb3-18accfaf8ec7,[0. 0. 0. ... 0. 0. 0.]
2490,computers_software,11,7ff521d6-7641-4ae6-8675-1ee7ed8db237,[0.01176471 0.00392157 0.         ... 0.         0.         0.        ]
2491,sports_leisure_travel,0,6c1974d9-84b4-4511-be73-029a419499d3,[0. 0. 0. ... 0. 0. 0.]
2492,health_beauty,4,7652ee68-bdb7-4bf8-9fae-c5a2fbd97318,[0.         0.         0.         ... 0.00784314 0.01568628 0.01568628]
2493,music_films_books_games,7,f6a7a734-4f6b-4aaa-9f51-780c398a7589,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
2494,office_furniture_equipment,2,630aaf9a-8ab6-4801-9f5d-6a23a13c8d6a,[0.00392157 0.00392157 0.01568628 ... 0.01960784 0.         0.        ]
2495,home_garden,1,39f3aed6-4b2b-4c14-bca1-3ad2a5eb204c,[0.00392157 0.         0.         ... 0.         0.         0.        ]
2496,office_furniture_equipment,2,08a6d492-be7d-448e-b835-2a2ee0e1831a,[0.00392157 0.         0.         ... 0.02745098 0.03529412 0.04313726]
2497,music_films_books_games,7,b7487a89-fe1c-4c30-8da3-ad1c6710e1ee,[0. 0. 0. ... 0. 0. 0.]
2498,home_garden,1,0121ff53-523a-4e8f-a01f-bbad24f1d244,[0.01176471 0.00392157 0.         ... 0.00784314 0.00784314 0.        ]
2499,computers_software,11,24ec7754-69a0-4652-81ba-dff0db3b62ed,[0. 0. 0. ... 0. 0. 0.]
2500,home_garden,1,c0fb4f12-8ad3-4254-a9e5-421290a1f143,[0.         0.         0.00392157 ... 0.         0.         0.        ]
2501,clothes_footwear_accessories,9,6924875c-197f-4d31-978c-c3d01db4226c,[0.00392157 0.00392157 0.00392157 ... 0.00784314 0.00784314 0.00784314]
2502,home_garden,1,b7e79c1b-bb55-4eed-969c-7da3253ac305,[0.         0.         0.         ... 0.         0.00784314 0.00784314]
2503,video_games_consoles,10,61500f3e-2def-4ed1-9ab4-b2b827afb951,[0.         0.22352941 0.23137255 ... 0.21960784 0.22745098 0.00784314]
2504,home_garden,1,0c2ed88f-68ba-437f-8926-0b92d9b9df56,[0.         0.         0.         ... 0.         0.00784314 0.00784314]
2505,appliances,5,56911966-349a-4041-a62c-83b633ed34b7,[0. 0. 0. ... 0. 0. 0.]
2506,appliances,5,b34f86f5-32cc-4009-8563-b6324b530227,[0.         0.         0.         ... 0.         0.00392157 0.00784314]
2507,diy_tools_materials,3,ea3293bf-1212-4846-9c15-c2927a750510,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
2508,health_beauty,4,483e3070-0742-410a-804a-6d1aaea507f3,[0. 0. 0. ... 0. 0. 0.]
2509,phones_mobile_phones_telecoms,12,120ea546-2193-4cba-80db-8c6b3e246a82,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
2510,phones_mobile_phones_telecoms,12,f16cc97b-8670-4987-8d3e-1b4eccfaad44,[0.01568628 0.01176471 0.         ... 0.         0.         0.01568628]
2511,other_goods,8,f3cc8b2b-aaf1-4082-be11-b9185addd3c2,[0.03921569 0.01176471 0.00392157 ... 0.         0.01176471 0.02352941]
2512,home_garden,1,b0dba285-3ce1-4a37-8701-907a8176e780,[0.01568628 0.01568628 0.01176471 ... 0.         0.         0.        ]
2513,appliances,5,4a7ae5f7-8d9f-44db-81ba-2750bbd41b80,[0.01176471 0.00392157 0.         ... 0.         0.         0.        ]
2514,diy_tools_materials,3,5b956cf5-ce13-43fc-84fa-192c2386c874,[0.00392157 0.00392157 0.00392157 ... 0.00784314 0.00784314 0.00784314]
2515,home_garden,1,b56f5a65-66db-41e3-8802-b0c266326029,[0. 0. 0. ... 0. 0. 0.]
2516,appliances,5,ba7be8c6-874f-4b1c-baba-dff13554f54b,[0.9843137 0.9764706 0.9882353 ... 1.        1.        1.       ]
2517,appliances,5,b9027675-8761-4a00-b927-985904d2977a,[0.         0.         0.         ... 0.00784314 0.01568628 0.01568628]
2518,video_games_consoles,10,9c3af843-9aeb-4ffc-b430-b5a4210825cd,[0.         0.         0.         ... 0.00784314 0.01568628 0.01568628]
2519,other_goods,8,851bec43-8818-4eab-9afd-0d6c85b25c43,[0.02352941 0.01568628 0.00392157 ... 0.01568628 0.01568628 0.00784314]
2520,sports_leisure_travel,0,29a15e7e-a702-42f3-a7cf-908111ad5879,[0. 0. 0. ... 0. 0. 0.]
2521,appliances,5,05de43a8-49ac-47e8-84b3-8c0215547ee6,[0.         0.         0.         ... 0.03529412 0.01960784 0.01568628]
2522,health_beauty,4,25d27c7e-20c9-4233-b462-9f18d66861eb,[0.         0.         0.         ... 0.00784314 0.01960784 0.02745098]
2523,phones_mobile_phones_telecoms,12,d1423ffe-20ef-4574-b4f4-04c7ee44f15f,[0.         0.         0.         ... 0.00784314 0.         0.        ]
2524,phones_mobile_phones_telecoms,12,d6523629-62bc-47ad-a370-0b5f440df7fa,[0.00392157 0.00392157 0.00392157 ... 0.01568628 0.01960784 0.01960784]
2525,health_beauty,4,a08a7b92-55ae-4687-971a-d2b6d44b3651,[0.02352941 0.02352941 0.02352941 ... 0.00784314 0.00784314 0.00784314]
2526,health_beauty,4,5dcc6705-22c7-41a4-aadd-8f3be172c1f8,[0.01176471 0.00392157 0.         ... 0.         0.         0.        ]
2527,phones_mobile_phones_telecoms,12,1a911e4a-530f-41c5-b1bb-3d73ee7b77ee,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
2528,other_goods,8,2b54158d-0768-48a7-aefe-63cbe28075e5,[0. 0. 0. ... 0. 0. 0.]
2529,office_furniture_equipment,2,e893a397-3c7e-48f1-8ef3-5a7f2ff6b0c3,[0.         0.         0.         ... 0.01568628 0.00784314 0.        ]
2530,sports_leisure_travel,0,86340b98-1e8d-41cd-91be-e8392e4fe9ed,[1. 1. 1. ... 1. 1. 1.]
2531,computers_software,11,1349496a-d468-4f2d-9a69-53e3f2e583df,[0.01568628 0.01176471 0.         ... 0.         0.         0.        ]
2532,phones_mobile_phones_telecoms,12,42ead0e5-e78c-4a14-a491-968c5cfb9799,[0. 0. 0. ... 0. 0. 0.]
